id_cliente,nombre,email,telefono,direccion,riesgo_acumulado,rol,id_transaccion,monto,pais_origen,pais_destino,banco_destino,id_alerta,descripcion_alerta,fecha_creacion_alerta,nivel_severidad,resuelta,tipo_usuario
6eb628a5-c26c-4202-99cf-ed1dd3a4cde3,Gabriela López,gabriela.lópez@example.com,502-55000007,"Zona 8, Ciudad de Guatemala",6.43,Cliente,a15f4284-7dd1-4633-95c1-a0a4a5ee6a58,3967.83,Guatemala,México,G&T,b2c05c8b-e409-4adc-a95e-8c630a9c9cba,Alerta automática,2025-02-28,1.0,True,Normal
6eb628a5-c26c-4202-99cf-ed1dd3a4cde3,Gabriela López,gabriela.lópez@example.com,502-55000007,"Zona 8, Ciudad de Guatemala",6.38,Cliente,c7726264-1615-4aa1-bc8b-81a56665dd87,2652.91,Guatemala,EE.UU.,BI,e6624886-878a-4f16-be10-569cf169bd0c,Transacción inusual,2025-02-28,4.0,False,Normal
314cd995-4721-4d34-879d-e98f1cb54a35,Ricardo Ramírez,ricardo.ramírez@example.com,502-55000008,"Zona 9, Ciudad de Guatemala",1.92,Cliente,3f80d3fc-7a48-479b-83bb-036895f7de2e,3084.62,Guatemala,México,G&T,8b8ff004-923f-4ca0-b521-c83389a3696f,Fraude detectado,2025-02-28,1.0,False,Normal
314cd995-4721-4d34-879d-e98f1cb54a35,Ricardo Ramírez,ricardo.ramírez@example.com,502-55000008,"Zona 9, Ciudad de Guatemala",5.59,Cliente,b0885762-fc0e-4d9a-8b7d-60ef84c05d9d,2195.24,Guatemala,España,Banrural,a6e12ba6-9751-4fc0-9612-ca7b31a711fd,Fraude detectado,2025-02-28,2.0,True,Normal
2b24d55a-625c-4309-a8f8-6853420e49c5,Sofía Méndez,sofía.méndez@example.com,502-55000009,"Zona 10, Ciudad de Guatemala",9.76,Cliente,0ba5cfaf-4d60-4426-9504-77a3d647186e,3949.57,Guatemala,Colombia,G&T,3a9c6ef5-2e0c-440e-8c18-711467e1c7fb,Fraude detectado,2025-02-28,2.0,True,Normal
2b24d55a-625c-4309-a8f8-6853420e49c5,Sofía Méndez,sofía.méndez@example.com,502-55000009,"Zona 10, Ciudad de Guatemala",2.26,Cliente,1e4a1c60-d612-4a85-8699-6d67a1a94a53,4928.95,Guatemala,México,BI,0718637a-b931-4706-9706-59fce904515e,Alerta automática,2025-02-28,4.0,False,Normal
6ac46fa0-dd1a-403c-b9a6-f25d215b4aeb,Julio García Salas,julio.garcia@example.com,502-55001000,"Zona 11, Ciudad de Guatemala",2.55,Admin,25c0789d-41e0-47fc-9cdc-0196579c69c5,3379.03,Guatemala,España,G&T,03d5e657-a8e8-4cb0-998f-e4ff47ffec9e,Alerta automática,2025-02-28,1.0,False,Admin
6ac46fa0-dd1a-403c-b9a6-f25d215b4aeb,Julio García Salas,julio.garcia@example.com,502-55001000,"Zona 11, Ciudad de Guatemala",2.55,Admin,5f2ddb1d-0d3e-4699-b9c9-297a19466b3a,1405.16,Guatemala,México,BAC,1fb94d2d-4c16-4008-ad77-a405b6bb3bea,Fraude detectado,2025-02-28,4.0,True,Admin
61afa3d1-a105-48cd-88ea-06093841180d,Sofía García,sofia.garcia@gsquared.com,502-45678901,"Zona 10, Ciudad de Guatemala",7.83,Admin,7af9f26d-7fd8-42a4-9774-1a55118b7cc3,1519.26,Guatemala,EE.UU.,BI,cb1e642e-965b-4d9c-a227-34543a065710,Alerta automática,2025-02-28,3.0,True,Admin
61afa3d1-a105-48cd-88ea-06093841180d,Sofía García,sofia.garcia@gsquared.com,502-45678901,"Zona 10, Ciudad de Guatemala",7.83,Admin,00dbe628-dc47-4523-8989-2373aacd7dff,179.63,Guatemala,España,BAC,fa23a01f-94a6-4d8f-928c-12dda17033a7,Alerta automática,2025-02-28,3.0,True,Admin
