id_cliente,nombre,email,telefono,direccion,riesgo_acumulado,rol,id_transaccion,monto,pais_origen,pais_destino,banco_destino,id_alerta,descripcion_alerta,fecha_creacion_alerta,nivel_severidad,resuelta,tipo_usuario,direccion_ip,tipo_conexion
08c6af34-076f-4a28-adbe-098ab61fc760,Elena Martínez,elena.martínez@example.com,502-55000005,"Zona 6, Ciudad de Guatemala",1.05,Cliente,93b9d256-c3f7-4b68-816a-2d0cce3874b0,2341.26,Guatemala,México,Banrural,9db84f78-c7b5-49d2-b1f0-e149ea8dadc3,Alerta automática,2025-02-28,4.0,True,Normal,192.168.212.222,VPN
7d6ec107-4af9-409d-bf73-971d218b37e3,Pedro Sánchez,pedro.sánchez@example.com,502-55000006,"Zona 7, Ciudad de Guatemala",9.5,Cliente,2046e043-90d7-4195-bcba-5069bd820806,2902.26,Guatemala,EE.UU.,G&T,b7922d68-be03-4a29-8cdd-0c28762b447b,Fraude detectado,2025-02-28,3.0,True,Normal,192.168.116.64,WiFi
7d6ec107-4af9-409d-bf73-971d218b37e3,Pedro Sánchez,pedro.sánchez@example.com,502-55000006,"Zona 7, Ciudad de Guatemala",5.29,Cliente,70fd1bc3-7059-4a7a-853e-98dcc9b7fb90,2201.72,Guatemala,Panamá,G&T,97a08aed-ff10-4e7c-b71f-1337b1ee86cc,Fraude detectado,2025-02-28,1.0,True,Normal,192.168.46.24,WiFi
6eb628a5-c26c-4202-99cf-ed1dd3a4cde3,Gabriela López,gabriela.lópez@example.com,502-55000007,"Zona 8, Ciudad de Guatemala",6.43,Cliente,a15f4284-7dd1-4633-95c1-a0a4a5ee6a58,3967.83,Guatemala,México,G&T,b2c05c8b-e409-4adc-a95e-8c630a9c9cba,Alerta automática,2025-02-28,1.0,True,Normal,192.168.170.158,VPN
6eb628a5-c26c-4202-99cf-ed1dd3a4cde3,Gabriela López,gabriela.lópez@example.com,502-55000007,"Zona 8, Ciudad de Guatemala",6.38,Cliente,c7726264-1615-4aa1-bc8b-81a56665dd87,2652.91,Guatemala,EE.UU.,BI,e6624886-878a-4f16-be10-569cf169bd0c,Transacción inusual,2025-02-28,4.0,False,Normal,192.168.48.186,Cable Ethernet
314cd995-4721-4d34-879d-e98f1cb54a35,Ricardo Ramírez,ricardo.ramírez@example.com,502-55000008,"Zona 9, Ciudad de Guatemala",1.92,Cliente,3f80d3fc-7a48-479b-83bb-036895f7de2e,3084.62,Guatemala,México,G&T,8b8ff004-923f-4ca0-b521-c83389a3696f,Fraude detectado,2025-02-28,1.0,False,Normal,192.168.146.2,WiFi
314cd995-4721-4d34-879d-e98f1cb54a35,Ricardo Ramírez,ricardo.ramírez@example.com,502-55000008,"Zona 9, Ciudad de Guatemala",5.59,Cliente,b0885762-fc0e-4d9a-8b7d-60ef84c05d9d,2195.24,Guatemala,España,Banrural,a6e12ba6-9751-4fc0-9612-ca7b31a711fd,Fraude detectado,2025-02-28,2.0,True,Normal,192.168.139.48,Datos móviles
2b24d55a-625c-4309-a8f8-6853420e49c5,Sofía Méndez,sofía.méndez@example.com,502-55000009,"Zona 10, Ciudad de Guatemala",9.76,Cliente,0ba5cfaf-4d60-4426-9504-77a3d647186e,3949.57,Guatemala,Colombia,G&T,3a9c6ef5-2e0c-440e-8c18-711467e1c7fb,Fraude detectado,2025-02-28,2.0,True,Normal,192.168.55.71,VPN
2b24d55a-625c-4309-a8f8-6853420e49c5,Sofía Méndez,sofía.méndez@example.com,502-55000009,"Zona 10, Ciudad de Guatemala",2.26,Cliente,1e4a1c60-d612-4a85-8699-6d67a1a94a53,4928.95,Guatemala,México,BI,0718637a-b931-4706-9706-59fce904515e,Alerta automática,2025-02-28,4.0,False,Normal,192.168.10.149,VPN
6ac46fa0-dd1a-403c-b9a6-f25d215b4aeb,Julio García Salas,julio.garcia@example.com,502-55001000,"Zona 11, Ciudad de Guatemala",2.55,Admin,25c0789d-41e0-47fc-9cdc-0196579c69c5,3379.03,Guatemala,España,G&T,03d5e657-a8e8-4cb0-998f-e4ff47ffec9e,Alerta automática,2025-02-28,1.0,False,Admin,192.168.212.252,Cable Ethernet
6ac46fa0-dd1a-403c-b9a6-f25d215b4aeb,Julio García Salas,julio.garcia@example.com,502-55001000,"Zona 11, Ciudad de Guatemala",2.55,Admin,5f2ddb1d-0d3e-4699-b9c9-297a19466b3a,1405.16,Guatemala,México,BAC,1fb94d2d-4c16-4008-ad77-a405b6bb3bea,Fraude detectado,2025-02-28,4.0,True,Admin,192.168.249.32,Datos móviles
61afa3d1-a105-48cd-88ea-06093841180d,Sofía García,sofia.garcia@gsquared.com,502-45678901,"Zona 10, Ciudad de Guatemala",7.83,Admin,7af9f26d-7fd8-42a4-9774-1a55118b7cc3,1519.26,Guatemala,EE.UU.,BI,cb1e642e-965b-4d9c-a227-34543a065710,Alerta automática,2025-02-28,3.0,True,Admin,192.168.231.68,WiFi
61afa3d1-a105-48cd-88ea-06093841180d,Sofía García,sofia.garcia@gsquared.com,502-45678901,"Zona 10, Ciudad de Guatemala",7.83,Admin,00dbe628-dc47-4523-8989-2373aacd7dff,179.63,Guatemala,España,BAC,fa23a01f-94a6-4d8f-928c-12dda17033a7,Alerta automática,2025-02-28,3.0,True,Admin,192.168.189.80,VPN
314cd995-4721-4d34-879d-e98f1cb54a35,Ricardo Ramírez,ricardo.ramírez@example.com,502-55000008,"Zona 9, Ciudad de Guatemala",5.59,Cliente,e7558d22-bd50-4b54-9797-8a56265ffce9,1077.33,Guatemala,EE.UU.,BI,N/A,Sin alerta,2025-02-28,0.0,False,Normal,192.168.179.180,WiFi
6eb628a5-c26c-4202-99cf-ed1dd3a4cde3,Gabriela López,gabriela.lópez@example.com,502-55000007,"Zona 8, Ciudad de Guatemala",6.38,Cliente,8e580490-bbe6-4e14-b6c6-60487cb80758,5247.95,Guatemala,EE.UU.,G&T,N/A,Sin alerta,2025-02-28,0.0,False,Normal,192.168.202.53,WiFi
27ab8f47-87f3-4e38-b2a7-c5e993bff173,Ana Rodríguez,ana.rodríguez@example.com,502-55000001,"Zona 2, Ciudad de Guatemala",2.71,Cliente,59ad0fee-ac68-482e-a7a0-12d8a0a3df0f,750.34,Guatemala,España,G&T,N/A,Sin alerta,2025-02-28,0.0,False,Normal,192.168.175.248,Cable Ethernet
2b24d55a-625c-4309-a8f8-6853420e49c5,Sofía Méndez,sofía.méndez@example.com,502-55000009,"Zona 10, Ciudad de Guatemala",3.78,Cliente,ab396e98-4897-4706-b58b-08e10ffd0450,1505.97,Guatemala,Panamá,BI,N/A,Sin alerta,2025-02-28,0.0,False,Normal,192.168.181.142,Datos móviles
3fe018c8-6dfc-4076-bf56-7f7db8a790e4,Luis Gómez,luis.gómez@example.com,502-55000002,"Zona 3, Ciudad de Guatemala",1.87,Cliente,8c035ef2-1ef2-47e9-92e1-741f4a326c41,490.54,Guatemala,España,BI,N/A,Sin alerta,2025-02-28,0.0,False,Normal,192.168.190.50,VPN
2b24d55a-625c-4309-a8f8-6853420e49c5,Sofía Méndez,sofía.méndez@example.com,502-55000009,"Zona 10, Ciudad de Guatemala",2.26,Cliente,a1379ace-4cea-4ae4-afa2-b69640484946,8961.24,Guatemala,España,Banrural,N/A,Sin alerta,2025-02-28,0.0,False,Normal,192.168.241.211,Datos móviles
61afa3d1-a105-48cd-88ea-06093841180d,Sofía García,sofia.garcia@gsquared.com,502-45678901,"Zona 10, Ciudad de Guatemala",7.83,Admin,92aeb8e0-5746-4d81-93bf-1ee8930a9dd7,4741.37,Guatemala,Panamá,BAC,N/A,Sin alerta,2025-02-28,0.0,False,Admin,192.168.194.201,WiFi
6eb628a5-c26c-4202-99cf-ed1dd3a4cde3,Gabriela López,gabriela.lópez@example.com,502-55000007,"Zona 8, Ciudad de Guatemala",6.38,Cliente,ca43615e-bd43-4cb8-8b84-14266677bebe,3731.74,Guatemala,España,G&T,N/A,Sin alerta,2025-02-28,0.0,False,Normal,192.168.50.252,WiFi
e18a4fe2-f52d-42c4-a1b7-a664e2431502,Carlos Pérez,carlos.pérez@example.com,502-55000000,"Zona 1, Ciudad de Guatemala",3.03,Cliente,f0a9de83-24f1-4e34-a78c-7a820350e119,7726.9,Guatemala,España,Banrural,N/A,Sin alerta,2025-02-28,0.0,False,Normal,192.168.73.31,VPN
3fe018c8-6dfc-4076-bf56-7f7db8a790e4,Luis Gómez,luis.gómez@example.com,502-55000002,"Zona 3, Ciudad de Guatemala",3.21,Cliente,e8ab6954-e2ae-47a0-8c8b-d7d1de54add0,9496.97,Guatemala,España,G&T,N/A,Sin alerta,2025-02-28,0.0,False,Normal,192.168.80.202,Cable Ethernet
ebe2ac10-92f9-436b-a57a-654610193d0e,Jorge Herrera,jorge.herrera@example.com,502-55000004,"Zona 5, Ciudad de Guatemala",5.37,Cliente,ea154361-c751-44fe-922c-79b1e5356944,9361.56,Guatemala,España,Banrural,N/A,Sin alerta,2025-02-28,0.0,False,Normal,192.168.58.18,VPN
6d866581-9736-4745-8ab5-8632cb785616,María Fernández,maría.fernández@example.com,502-55000003,"Zona 4, Ciudad de Guatemala",7.69,Cliente,06c7637d-cf36-4bfe-aee5-268638c7c62e,527.81,Guatemala,Panamá,G&T,N/A,Sin alerta,2025-02-28,0.0,False,Normal,192.168.35.12,Datos móviles
e18a4fe2-f52d-42c4-a1b7-a664e2431502,Carlos Pérez,carlos.pérez@example.com,502-55000000,"Zona 1, Ciudad de Guatemala",3.03,Cliente,914aedb7-95e7-4b22-8ec2-7d900f39d138,6263.88,Guatemala,Panamá,BI,N/A,Sin alerta,2025-02-28,0.0,False,Normal,192.168.86.226,VPN
6eb628a5-c26c-4202-99cf-ed1dd3a4cde3,Gabriela López,gabriela.lópez@example.com,502-55000007,"Zona 8, Ciudad de Guatemala",6.38,Cliente,e2924b2a-8648-40c3-ae85-aaf9d06c5718,3423.24,Guatemala,México,G&T,N/A,Sin alerta,2025-02-28,0.0,False,Normal,192.168.106.53,Cable Ethernet
7d6ec107-4af9-409d-bf73-971d218b37e3,Pedro Sánchez,pedro.sánchez@example.com,502-55000006,"Zona 7, Ciudad de Guatemala",9.5,Cliente,b365f5d7-1220-4abc-8355-6061279078d9,5538.86,Guatemala,México,BAC,N/A,Sin alerta,2025-02-28,0.0,False,Normal,192.168.143.106,WiFi
3fe018c8-6dfc-4076-bf56-7f7db8a790e4,Luis Gómez,luis.gómez@example.com,502-55000002,"Zona 3, Ciudad de Guatemala",6.23,Cliente,acff3e5b-0b3b-48b8-aedf-57fc05ea3ecf,4338.44,Guatemala,México,G&T,N/A,Sin alerta,2025-02-28,0.0,False,Normal,192.168.129.236,Cable Ethernet
3fe018c8-6dfc-4076-bf56-7f7db8a790e4,Luis Gómez,luis.gómez@example.com,502-55000002,"Zona 3, Ciudad de Guatemala",3.21,Cliente,607e2774-2ee0-4d3d-bca7-b03a56693656,7780.64,Guatemala,EE.UU.,BI,N/A,Sin alerta,2025-02-28,0.0,False,Normal,192.168.86.162,Datos móviles
6ac46fa0-dd1a-403c-b9a6-f25d215b4aeb,Julio García Salas,julio.garcia@example.com,502-55001000,"Zona 11, Ciudad de Guatemala",2.55,Admin,6a8ab56d-76df-45bd-b13f-dee66bff5870,9927.55,Guatemala,España,Banrural,N/A,Sin alerta,2025-02-28,0.0,False,Admin,192.168.96.142,WiFi
27ab8f47-87f3-4e38-b2a7-c5e993bff173,Ana Rodríguez,ana.rodríguez@example.com,502-55000001,"Zona 2, Ciudad de Guatemala",2.71,Cliente,95c9e1c0-5721-4eb9-bf21-ef1a52202ba8,5197.16,Guatemala,Colombia,G&T,N/A,Sin alerta,2025-02-28,0.0,False,Normal,192.168.160.32,Datos móviles
27ab8f47-87f3-4e38-b2a7-c5e993bff173,Ana Rodríguez,ana.rodríguez@example.com,502-55000001,"Zona 2, Ciudad de Guatemala",2.71,Cliente,adcdd562-cc7e-4d69-811f-2f0d535080a9,4773.81,Guatemala,España,BAC,N/A,Sin alerta,2025-02-28,0.0,False,Normal,192.168.37.94,VPN
314cd995-4721-4d34-879d-e98f1cb54a35,Ricardo Ramírez,ricardo.ramírez@example.com,502-55000008,"Zona 9, Ciudad de Guatemala",1.92,Cliente,7d400284-0b57-4cca-9e90-2bb2c351ff25,3895.39,Guatemala,EE.UU.,Banrural,N/A,Sin alerta,2025-02-28,0.0,False,Normal,192.168.62.31,Cable Ethernet
314cd995-4721-4d34-879d-e98f1cb54a35,Ricardo Ramírez,ricardo.ramírez@example.com,502-55000008,"Zona 9, Ciudad de Guatemala",5.59,Cliente,15c5e720-b29d-47f4-9447-7e8de68346d3,8727.48,Guatemala,España,BI,N/A,Sin alerta,2025-02-28,0.0,False,Normal,192.168.64.228,WiFi
6d866581-9736-4745-8ab5-8632cb785616,María Fernández,maría.fernández@example.com,502-55000003,"Zona 4, Ciudad de Guatemala",1.83,Cliente,b7f6a99c-c7ec-4851-b093-7d218f888cbb,8653.65,Guatemala,España,Banrural,N/A,Sin alerta,2025-02-28,0.0,False,Normal,192.168.9.151,Cable Ethernet
7d6ec107-4af9-409d-bf73-971d218b37e3,Pedro Sánchez,pedro.sánchez@example.com,502-55000006,"Zona 7, Ciudad de Guatemala",9.79,Cliente,ca10fb47-b4a4-46e9-b222-fbbf5b1822a4,5275.59,Guatemala,México,BAC,N/A,Sin alerta,2025-02-28,0.0,False,Normal,192.168.234.222,VPN
2b24d55a-625c-4309-a8f8-6853420e49c5,Sofía Méndez,sofía.méndez@example.com,502-55000009,"Zona 10, Ciudad de Guatemala",9.76,Cliente,ea2db7ce-9cef-491c-b832-201050b00ad1,3029.13,Guatemala,Panamá,BAC,N/A,Sin alerta,2025-02-28,0.0,False,Normal,192.168.3.162,VPN
ebe2ac10-92f9-436b-a57a-654610193d0e,Jorge Herrera,jorge.herrera@example.com,502-55000004,"Zona 5, Ciudad de Guatemala",5.6,Cliente,f537c0a5-bb3f-4342-b06a-27e6ece57184,9734.3,Guatemala,Colombia,G&T,N/A,Sin alerta,2025-02-28,0.0,False,Normal,192.168.35.119,Datos móviles
3fe018c8-6dfc-4076-bf56-7f7db8a790e4,Luis Gómez,luis.gómez@example.com,502-55000002,"Zona 3, Ciudad de Guatemala",6.23,Cliente,8b65a978-604b-4af1-b78c-46153b270389,1842.67,Guatemala,EE.UU.,G&T,N/A,Sin alerta,2025-02-28,0.0,False,Normal,192.168.18.119,VPN
7d6ec107-4af9-409d-bf73-971d218b37e3,Pedro Sánchez,pedro.sánchez@example.com,502-55000006,"Zona 7, Ciudad de Guatemala",9.5,Cliente,6d7a4add-8332-4469-84f8-de59a9ed9999,5629.52,Guatemala,Panamá,G&T,N/A,Sin alerta,2025-02-28,0.0,False,Normal,192.168.126.176,VPN
2b24d55a-625c-4309-a8f8-6853420e49c5,Sofía Méndez,sofía.méndez@example.com,502-55000009,"Zona 10, Ciudad de Guatemala",2.26,Cliente,68afcc80-2f33-4f52-b142-8bbd8e164582,7940.35,Guatemala,Colombia,Banrural,N/A,Sin alerta,2025-02-28,0.0,False,Normal,192.168.197.51,WiFi
314cd995-4721-4d34-879d-e98f1cb54a35,Ricardo Ramírez,ricardo.ramírez@example.com,502-55000008,"Zona 9, Ciudad de Guatemala",1.92,Cliente,a0cd553a-0f7b-45ec-8e2f-c534cc0ebe86,285.08,Guatemala,España,Banrural,N/A,Sin alerta,2025-02-28,0.0,False,Normal,192.168.25.167,Datos móviles
314cd995-4721-4d34-879d-e98f1cb54a35,Ricardo Ramírez,ricardo.ramírez@example.com,502-55000008,"Zona 9, Ciudad de Guatemala",1.92,Cliente,3c223f37-4009-4988-9aba-b37ad89fcc8b,8524.25,Guatemala,EE.UU.,BAC,N/A,Sin alerta,2025-02-28,0.0,False,Normal,192.168.102.217,VPN
6eb628a5-c26c-4202-99cf-ed1dd3a4cde3,Gabriela López,gabriela.lópez@example.com,502-55000007,"Zona 8, Ciudad de Guatemala",6.38,Cliente,616d4298-5ea9-4d19-b12b-4cffb4d2765a,7482.29,Guatemala,Panamá,G&T,N/A,Sin alerta,2025-02-28,0.0,False,Normal,192.168.14.208,Cable Ethernet
3fe018c8-6dfc-4076-bf56-7f7db8a790e4,Luis Gómez,luis.gómez@example.com,502-55000002,"Zona 3, Ciudad de Guatemala",3.21,Cliente,faec27e3-8d75-48c7-a32e-ead863a08bbc,3852.14,Guatemala,Colombia,BAC,N/A,Sin alerta,2025-02-28,0.0,False,Normal,192.168.87.118,VPN
27ab8f47-87f3-4e38-b2a7-c5e993bff173,Ana Rodríguez,ana.rodríguez@example.com,502-55000001,"Zona 2, Ciudad de Guatemala",3.84,Cliente,114281eb-96fb-4e4b-a5f8-91ec36d92779,7798.16,Guatemala,México,G&T,N/A,Sin alerta,2025-02-28,0.0,False,Normal,192.168.142.197,Datos móviles
2b24d55a-625c-4309-a8f8-6853420e49c5,Sofía Méndez,sofía.méndez@example.com,502-55000009,"Zona 10, Ciudad de Guatemala",2.26,Cliente,b235a3bf-0de5-4f57-944c-716d5711d379,8419.46,Guatemala,EE.UU.,G&T,N/A,Sin alerta,2025-02-28,0.0,False,Normal,192.168.66.8,Cable Ethernet
ebe2ac10-92f9-436b-a57a-654610193d0e,Jorge Herrera,jorge.herrera@example.com,502-55000004,"Zona 5, Ciudad de Guatemala",5.37,Cliente,b76addd1-77bb-45ab-9b21-6571a3ae7827,4956.63,Guatemala,España,BAC,N/A,Sin alerta,2025-02-28,0.0,False,Normal,192.168.210.28,Datos móviles
314cd995-4721-4d34-879d-e98f1cb54a35,Ricardo Ramírez,ricardo.ramírez@example.com,502-55000008,"Zona 9, Ciudad de Guatemala",5.59,Cliente,05c01689-d29c-40ea-9f18-6d0a8c6b76b9,282.38,Guatemala,Colombia,Banrural,N/A,Sin alerta,2025-02-28,0.0,False,Normal,192.168.180.150,WiFi
314cd995-4721-4d34-879d-e98f1cb54a35,Ricardo Ramírez,ricardo.ramírez@example.com,502-55000008,"Zona 9, Ciudad de Guatemala",5.59,Cliente,06b87fa4-0f7e-4c4b-8b37-df3a7361cce4,7915.17,Guatemala,México,G&T,N/A,Sin alerta,2025-02-28,0.0,False,Normal,192.168.208.97,WiFi
7d6ec107-4af9-409d-bf73-971d218b37e3,Pedro Sánchez,pedro.sánchez@example.com,502-55000006,"Zona 7, Ciudad de Guatemala",9.79,Cliente,e8914fec-5968-4d65-9aea-681c10f1fec6,5013.16,Guatemala,Colombia,G&T,N/A,Sin alerta,2025-02-28,0.0,False,Normal,192.168.36.229,Cable Ethernet
314cd995-4721-4d34-879d-e98f1cb54a35,Ricardo Ramírez,ricardo.ramírez@example.com,502-55000008,"Zona 9, Ciudad de Guatemala",1.92,Cliente,fbd1c872-4584-4c17-9feb-cc38fb914eef,3466.73,Guatemala,España,Banrural,N/A,Sin alerta,2025-02-28,0.0,False,Normal,192.168.24.167,WiFi
6ac46fa0-dd1a-403c-b9a6-f25d215b4aeb,Julio García Salas,julio.garcia@example.com,502-55001000,"Zona 11, Ciudad de Guatemala",2.55,Admin,4150b4d4-8260-4451-9d94-d61bf66a58e7,3713.14,Guatemala,Colombia,BAC,N/A,Sin alerta,2025-02-28,0.0,False,Admin,192.168.64.202,Datos móviles
61afa3d1-a105-48cd-88ea-06093841180d,Sofía García,sofia.garcia@gsquared.com,502-45678901,"Zona 10, Ciudad de Guatemala",7.83,Admin,464ed0aa-42aa-44fe-9312-eb4b06f5100e,9830.23,Guatemala,Colombia,Banrural,N/A,Sin alerta,2025-02-28,0.0,False,Admin,192.168.59.126,WiFi
e18a4fe2-f52d-42c4-a1b7-a664e2431502,Carlos Pérez,carlos.pérez@example.com,502-55000000,"Zona 1, Ciudad de Guatemala",3.03,Cliente,32cb2d35-eda9-4538-b4c8-3e806eda3590,687.59,Guatemala,Panamá,G&T,N/A,Sin alerta,2025-02-28,0.0,False,Normal,192.168.193.163,VPN
