id_cliente,nombre,email,telefono,direccion,riesgo_acumulado,rol,id_cuenta,tipo,saldo_actual,fecha_creacion,estatus,moneda,saldo_minimo,id_tarjeta,tipo_tarjeta,limite_credito,estatus,fecha_vencimiento,numero_tarjeta,emisor,id_comercio,nombre_comercio,categoria_comercio,ubicacion_comercio,reputacion_comercio,id_dispositivo,tipo_dispositivo,ubicacion_dispositivo,estatus_riesgo,id_transaccion,monto,fecha_hora,tipo_transaccion,estado,ubicacion,num_cuenta_origen,num_cuenta_destino,pais_origen,pais_destino,moneda,banco_destino,id_alerta,descripcion_alerta,fecha_creacion_alerta,nivel_severidad,resuelta
61afa3d1-a105-48cd-88ea-06093841180d,Sofía García,sofia.garcia@gsquared.com,502-45678901,"Zona 10, Ciudad de Guatemala",7.83,Cliente:Admin,707f9b85-799d-4f83-9f8f-1a3afcf9340c,Corriente,8300.41,2024-08-03,False,GTQ,70.54,076db654-39b4-4e58-9c12-ddf5dcede915,Crédito,23355,False,2023-10-13,4644160033845443,Mastercard,2c6a042b-f676-4d9a-acfa-107ff4d79c1a,Murphy-Mendez,gas,South Peterville,3.12,3a0b5c22-a91b-41e3-b6b7-660eeb5f037a,Móvil,Bryantstad,True,2d0d3158-68f4-4dfe-b644-5964be887ede,961.86,2020-12-22 17:44:48,Compra,Completada,Rebeccaburgh,GB97VQMX48218607851170,GB29MDEE14763873423814,Guatemala,México,GTQ,BAC,8531731d-8968-4a83-be6e-56437dfb680f,Decide scene be.,2022-04-12,5,False
61afa3d1-a105-48cd-88ea-06093841180d,Sofía García,sofia.garcia@gsquared.com,502-45678901,"Zona 10, Ciudad de Guatemala",7.83,Cliente:Admin,707f9b85-799d-4f83-9f8f-1a3afcf9340c,Corriente,8300.41,2024-08-03,False,GTQ,70.54,076db654-39b4-4e58-9c12-ddf5dcede915,Crédito,23355,False,2023-10-13,4644160033845443,Mastercard,6ea0cde5-7e43-4cc6-9faa-67732147e49a,Brennan PLC,station,Lake Ryanton,4.8,bd01aada-13d5-45cc-a223-53b6d9f5affa,Móvil,Chenview,True,2d0d3158-68f4-4dfe-b644-5964be887ede,961.86,2020-12-22 17:44:48,Compra,Completada,Rebeccaburgh,GB97VQMX48218607851170,GB29MDEE14763873423814,Guatemala,México,GTQ,BAC,8531731d-8968-4a83-be6e-56437dfb680f,Decide scene be.,2022-04-12,5,False
61afa3d1-a105-48cd-88ea-06093841180d,Sofía García,sofia.garcia@gsquared.com,502-45678901,"Zona 10, Ciudad de Guatemala",7.83,Cliente:Admin,b96f3ba4-98b6-43e2-8ba8-a2db2c021f61,Ahorro,8542.92,2021-12-27,False,GTQ,355.06,de632c14-a979-421a-9248-c380cd980683,Débito,31850,False,2022-10-10,5383755915190941,Mastercard,b7d97337-25ee-42c6-91e6-d234c589bfa4,Harris Inc,case,Torresfort,3.86,3a0b5c22-a91b-41e3-b6b7-660eeb5f037a,Móvil,Bryantstad,True,5920d96b-6dd5-4821-b836-0e2ada89f6b9,1165.35,2020-12-07 17:50:56,Compra,Completada,Lake George,GB61ZARM25244719192999,GB24NGKN31883220143155,Guatemala,EE.UU.,GTQ,Banrural,28f632b6-03d1-4dfb-b55b-9deb9522e1e9,Sometimes television bank any.,2021-09-27,1,True
61afa3d1-a105-48cd-88ea-06093841180d,Sofía García,sofia.garcia@gsquared.com,502-45678901,"Zona 10, Ciudad de Guatemala",7.83,Cliente:Admin,b96f3ba4-98b6-43e2-8ba8-a2db2c021f61,Ahorro,8542.92,2021-12-27,False,GTQ,355.06,de632c14-a979-421a-9248-c380cd980683,Débito,31850,False,2022-10-10,5383755915190941,Mastercard,333980ac-12e2-4f0b-856d-9a2f457d1222,Sawyer Inc,security,Lake Andrew,2.09,bd01aada-13d5-45cc-a223-53b6d9f5affa,Móvil,Chenview,True,5920d96b-6dd5-4821-b836-0e2ada89f6b9,1165.35,2020-12-07 17:50:56,Compra,Completada,Lake George,GB61ZARM25244719192999,GB24NGKN31883220143155,Guatemala,EE.UU.,GTQ,Banrural,28f632b6-03d1-4dfb-b55b-9deb9522e1e9,Sometimes television bank any.,2021-09-27,1,True
61afa3d1-a105-48cd-88ea-06093841180d,Sofía García,sofia.garcia@gsquared.com,502-45678901,"Zona 10, Ciudad de Guatemala",7.83,Cliente:Admin,b96f3ba4-98b6-43e2-8ba8-a2db2c021f61,Ahorro,8542.92,2021-12-27,False,GTQ,355.06,de632c14-a979-421a-9248-c380cd980683,Débito,31850,False,2022-10-10,5383755915190941,Mastercard,6eca3bec-7639-4c66-90c7-cdc5c16d23e6,"Williams, Owens and Johnson",eight,East Tracy,2.88,3a0b5c22-a91b-41e3-b6b7-660eeb5f037a,Móvil,Bryantstad,True,c1200514-8360-498c-9714-863d74985262,4867.06,2021-10-08 14:49:57,Compra,Completada,Jenniferville,GB97HMRT97243821646171,GB83PFME32497361181338,Guatemala,México,GTQ,Banrural,da3b0651-40db-47f2-9d02-fe1a0b7397c5,Him garden per.,2024-10-23,4,True
61afa3d1-a105-48cd-88ea-06093841180d,Sofía García,sofia.garcia@gsquared.com,502-45678901,"Zona 10, Ciudad de Guatemala",7.83,Cliente:Admin,b96f3ba4-98b6-43e2-8ba8-a2db2c021f61,Ahorro,8542.92,2021-12-27,False,GTQ,355.06,de632c14-a979-421a-9248-c380cd980683,Débito,31850,False,2022-10-10,5383755915190941,Mastercard,807693e4-9170-4691-8ce1-b04a687c1c74,"Long, Church and Brown",for,Jefferyport,4.14,bd01aada-13d5-45cc-a223-53b6d9f5affa,Móvil,Chenview,True,c1200514-8360-498c-9714-863d74985262,4867.06,2021-10-08 14:49:57,Compra,Completada,Jenniferville,GB97HMRT97243821646171,GB83PFME32497361181338,Guatemala,México,GTQ,Banrural,da3b0651-40db-47f2-9d02-fe1a0b7397c5,Him garden per.,2024-10-23,4,True
61afa3d1-a105-48cd-88ea-06093841180d,Sofía García,sofia.garcia@gsquared.com,502-45678901,"Zona 10, Ciudad de Guatemala",7.83,Cliente:Admin,b96f3ba4-98b6-43e2-8ba8-a2db2c021f61,Ahorro,8542.92,2021-12-27,False,GTQ,355.06,de632c14-a979-421a-9248-c380cd980683,Débito,31850,False,2022-10-10,5383755915190941,Mastercard,cef1172c-e3ef-4bbe-95b4-c2c8b623627c,Thomas-Malone,somebody,South Travis,4.78,3a0b5c22-a91b-41e3-b6b7-660eeb5f037a,Móvil,Bryantstad,True,2d0d3158-68f4-4dfe-b644-5964be887ede,961.86,2020-12-22 17:44:48,Compra,Completada,Rebeccaburgh,GB97VQMX48218607851170,GB29MDEE14763873423814,Guatemala,México,GTQ,BAC,8531731d-8968-4a83-be6e-56437dfb680f,Decide scene be.,2022-04-12,5,False
61afa3d1-a105-48cd-88ea-06093841180d,Sofía García,sofia.garcia@gsquared.com,502-45678901,"Zona 10, Ciudad de Guatemala",7.83,Cliente:Admin,b96f3ba4-98b6-43e2-8ba8-a2db2c021f61,Ahorro,8542.92,2021-12-27,False,GTQ,355.06,de632c14-a979-421a-9248-c380cd980683,Débito,31850,False,2022-10-10,5383755915190941,Mastercard,f46c8a52-3b61-47b7-939a-bec7a9078b96,"Reed, Andrade and Love",side,North Katherine,2.44,bd01aada-13d5-45cc-a223-53b6d9f5affa,Móvil,Chenview,True,2d0d3158-68f4-4dfe-b644-5964be887ede,961.86,2020-12-22 17:44:48,Compra,Completada,Rebeccaburgh,GB97VQMX48218607851170,GB29MDEE14763873423814,Guatemala,México,GTQ,BAC,8531731d-8968-4a83-be6e-56437dfb680f,Decide scene be.,2022-04-12,5,False
61afa3d1-a105-48cd-88ea-06093841180d,Sofía García,sofia.garcia@gsquared.com,502-45678901,"Zona 10, Ciudad de Guatemala",7.83,Cliente:Admin,b96f3ba4-98b6-43e2-8ba8-a2db2c021f61,Ahorro,8542.92,2021-12-27,False,GTQ,355.06,53edf940-73fe-448e-9573-7c3fdd630750,Débito,39566,True,2021-11-22,2324754805999569,Visa,bb83a75b-ea9f-4db1-a323-7c57bd3267ec,Armstrong Inc,produce,Lake Jacobland,2.27,3a0b5c22-a91b-41e3-b6b7-660eeb5f037a,Móvil,Bryantstad,True,5920d96b-6dd5-4821-b836-0e2ada89f6b9,1165.35,2020-12-07 17:50:56,Compra,Completada,Lake George,GB61ZARM25244719192999,GB24NGKN31883220143155,Guatemala,EE.UU.,GTQ,Banrural,28f632b6-03d1-4dfb-b55b-9deb9522e1e9,Sometimes television bank any.,2021-09-27,1,True
61afa3d1-a105-48cd-88ea-06093841180d,Sofía García,sofia.garcia@gsquared.com,502-45678901,"Zona 10, Ciudad de Guatemala",7.83,Cliente:Admin,b96f3ba4-98b6-43e2-8ba8-a2db2c021f61,Ahorro,8542.92,2021-12-27,False,GTQ,355.06,53edf940-73fe-448e-9573-7c3fdd630750,Débito,39566,True,2021-11-22,2324754805999569,Visa,4e3d98b2-8d8f-4d63-ab7a-22ce809ca4d7,Garcia and Sons,write,Lake Jasonmouth,1.45,bd01aada-13d5-45cc-a223-53b6d9f5affa,Móvil,Chenview,True,5920d96b-6dd5-4821-b836-0e2ada89f6b9,1165.35,2020-12-07 17:50:56,Compra,Completada,Lake George,GB61ZARM25244719192999,GB24NGKN31883220143155,Guatemala,EE.UU.,GTQ,Banrural,28f632b6-03d1-4dfb-b55b-9deb9522e1e9,Sometimes television bank any.,2021-09-27,1,True
61afa3d1-a105-48cd-88ea-06093841180d,Sofía García,sofia.garcia@gsquared.com,502-45678901,"Zona 10, Ciudad de Guatemala",7.83,Cliente:Admin,b96f3ba4-98b6-43e2-8ba8-a2db2c021f61,Ahorro,8542.92,2021-12-27,False,GTQ,355.06,53edf940-73fe-448e-9573-7c3fdd630750,Débito,39566,True,2021-11-22,2324754805999569,Visa,461ad9cc-d622-4976-942c-e3bea53414ee,"Newman, Mcneil and Phelps",interview,Kathleenland,2.03,3a0b5c22-a91b-41e3-b6b7-660eeb5f037a,Móvil,Bryantstad,True,c1200514-8360-498c-9714-863d74985262,4867.06,2021-10-08 14:49:57,Compra,Completada,Jenniferville,GB97HMRT97243821646171,GB83PFME32497361181338,Guatemala,México,GTQ,Banrural,da3b0651-40db-47f2-9d02-fe1a0b7397c5,Him garden per.,2024-10-23,4,True
61afa3d1-a105-48cd-88ea-06093841180d,Sofía García,sofia.garcia@gsquared.com,502-45678901,"Zona 10, Ciudad de Guatemala",7.83,Cliente:Admin,b96f3ba4-98b6-43e2-8ba8-a2db2c021f61,Ahorro,8542.92,2021-12-27,False,GTQ,355.06,53edf940-73fe-448e-9573-7c3fdd630750,Débito,39566,True,2021-11-22,2324754805999569,Visa,9a079d31-ee3d-4387-9d00-8e85c2da8085,Bender PLC,yourself,Fordfurt,1.44,bd01aada-13d5-45cc-a223-53b6d9f5affa,Móvil,Chenview,True,c1200514-8360-498c-9714-863d74985262,4867.06,2021-10-08 14:49:57,Compra,Completada,Jenniferville,GB97HMRT97243821646171,GB83PFME32497361181338,Guatemala,México,GTQ,Banrural,da3b0651-40db-47f2-9d02-fe1a0b7397c5,Him garden per.,2024-10-23,4,True
61afa3d1-a105-48cd-88ea-06093841180d,Sofía García,sofia.garcia@gsquared.com,502-45678901,"Zona 10, Ciudad de Guatemala",7.83,Cliente:Admin,b96f3ba4-98b6-43e2-8ba8-a2db2c021f61,Ahorro,8542.92,2021-12-27,False,GTQ,355.06,53edf940-73fe-448e-9573-7c3fdd630750,Débito,39566,True,2021-11-22,2324754805999569,Visa,c4b028b7-4ce4-4aaf-b334-041c2435a614,Wilkinson-Perkins,here,Madisontown,4.33,3a0b5c22-a91b-41e3-b6b7-660eeb5f037a,Móvil,Bryantstad,True,2d0d3158-68f4-4dfe-b644-5964be887ede,961.86,2020-12-22 17:44:48,Compra,Completada,Rebeccaburgh,GB97VQMX48218607851170,GB29MDEE14763873423814,Guatemala,México,GTQ,BAC,8531731d-8968-4a83-be6e-56437dfb680f,Decide scene be.,2022-04-12,5,False
61afa3d1-a105-48cd-88ea-06093841180d,Sofía García,sofia.garcia@gsquared.com,502-45678901,"Zona 10, Ciudad de Guatemala",7.83,Cliente:Admin,b96f3ba4-98b6-43e2-8ba8-a2db2c021f61,Ahorro,8542.92,2021-12-27,False,GTQ,355.06,53edf940-73fe-448e-9573-7c3fdd630750,Débito,39566,True,2021-11-22,2324754805999569,Visa,39973aed-f01c-4f2d-9153-87d7b0149973,"Chaney, Price and Garner",appear,Jenniferport,1.75,bd01aada-13d5-45cc-a223-53b6d9f5affa,Móvil,Chenview,True,2d0d3158-68f4-4dfe-b644-5964be887ede,961.86,2020-12-22 17:44:48,Compra,Completada,Rebeccaburgh,GB97VQMX48218607851170,GB29MDEE14763873423814,Guatemala,México,GTQ,BAC,8531731d-8968-4a83-be6e-56437dfb680f,Decide scene be.,2022-04-12,5,False
c59525f7-9089-4bf0-940e-06026c16747f,Julio García Salas,julio.garcia@gsquared.com,502-41234567,"Mixco, Guatemala",13.89,Cliente:Admin,46078107-1288-4815-a015-e85032ab9c1e,Corriente,6002.14,2022-03-26,False,GTQ,266.41,647bc9bb-8e1c-45c6-b74b-79fdc0717855,Crédito,11632,False,2024-09-05,4156140468263403,Mastercard,02a078be-25e8-4012-bb87-8d2f3251d29b,Orr-Marshall,type,Port Brendaview,2.4,e4bbb2cc-5f9e-46cd-9b1a-acde6fa935e6,Móvil,Williamstown,True,d68695a5-d5ee-4822-8e9f-3cbb047209d4,2068.4,2023-04-18 02:59:21,Compra,Completada,East Adam,GB78BYDI84404776854021,GB43XMAE37709346503566,Guatemala,Guatemala,GTQ,Banrural,255ebb70-fac9-452f-8ee6-39cc24268d56,Under she bill poor probably.,2020-02-29,1,True
c59525f7-9089-4bf0-940e-06026c16747f,Julio García Salas,julio.garcia@gsquared.com,502-41234567,"Mixco, Guatemala",13.89,Cliente:Admin,46078107-1288-4815-a015-e85032ab9c1e,Corriente,6002.14,2022-03-26,False,GTQ,266.41,647bc9bb-8e1c-45c6-b74b-79fdc0717855,Crédito,11632,False,2024-09-05,4156140468263403,Mastercard,74f91485-011a-4970-bb93-8537e7b2457f,"Kim, George and Hunt",collection,East Morgan,3.28,5a1358ce-c0f7-4d85-b070-4978e1fe0da0,PC,Watsonburgh,True,d68695a5-d5ee-4822-8e9f-3cbb047209d4,2068.4,2023-04-18 02:59:21,Compra,Completada,East Adam,GB78BYDI84404776854021,GB43XMAE37709346503566,Guatemala,Guatemala,GTQ,Banrural,255ebb70-fac9-452f-8ee6-39cc24268d56,Under she bill poor probably.,2020-02-29,1,True
c59525f7-9089-4bf0-940e-06026c16747f,Julio García Salas,julio.garcia@gsquared.com,502-41234567,"Mixco, Guatemala",13.89,Cliente:Admin,46078107-1288-4815-a015-e85032ab9c1e,Corriente,6002.14,2022-03-26,False,GTQ,266.41,647bc9bb-8e1c-45c6-b74b-79fdc0717855,Crédito,11632,False,2024-09-05,4156140468263403,Mastercard,1e23ffef-7573-42a4-9022-a057a68fab09,"Smith, Martin and Davis",cut,Hessmouth,3.74,e4bbb2cc-5f9e-46cd-9b1a-acde6fa935e6,Móvil,Williamstown,True,da650c6d-f4b1-4f4a-97bf-de6b05bb315d,4204.94,2021-06-24 16:48:00,Retiro,Fraudulenta,Danielburgh,GB43BQJS19476956765140,GB07VNUI01157734014622,Guatemala,EE.UU.,GTQ,Banco Industrial,ac86b448-26cf-4673-a1b8-c2037835c2a2,Order role baby.,2020-03-16,2,False
c59525f7-9089-4bf0-940e-06026c16747f,Julio García Salas,julio.garcia@gsquared.com,502-41234567,"Mixco, Guatemala",13.89,Cliente:Admin,46078107-1288-4815-a015-e85032ab9c1e,Corriente,6002.14,2022-03-26,False,GTQ,266.41,647bc9bb-8e1c-45c6-b74b-79fdc0717855,Crédito,11632,False,2024-09-05,4156140468263403,Mastercard,7375d208-0863-4f9d-b21e-4deffc3c0c1a,"Porter, Mann and Price",yourself,West Mary,1.97,5a1358ce-c0f7-4d85-b070-4978e1fe0da0,PC,Watsonburgh,True,da650c6d-f4b1-4f4a-97bf-de6b05bb315d,4204.94,2021-06-24 16:48:00,Retiro,Fraudulenta,Danielburgh,GB43BQJS19476956765140,GB07VNUI01157734014622,Guatemala,EE.UU.,GTQ,Banco Industrial,ac86b448-26cf-4673-a1b8-c2037835c2a2,Order role baby.,2020-03-16,2,False
c59525f7-9089-4bf0-940e-06026c16747f,Julio García Salas,julio.garcia@gsquared.com,502-41234567,"Mixco, Guatemala",13.89,Cliente:Admin,46078107-1288-4815-a015-e85032ab9c1e,Corriente,6002.14,2022-03-26,False,GTQ,266.41,647bc9bb-8e1c-45c6-b74b-79fdc0717855,Crédito,11632,False,2024-09-05,4156140468263403,Mastercard,611b2bc3-e508-4788-978a-4a5631b136f2,"Nichols, Cochran and Patel",future,North Laura,2.59,e4bbb2cc-5f9e-46cd-9b1a-acde6fa935e6,Móvil,Williamstown,True,a6758b26-1e34-44cc-a0e4-b8ffad1c7b55,1865.88,2024-03-08 15:19:21,Compra,Completada,South Jamesmouth,GB47OSRL77956104948408,GB81WSBE79901920103716,Guatemala,Guatemala,GTQ,BAC,5080acd8-70ba-4300-8aa4-f5da692a87bc,Near truth game party.,2020-04-04,1,True
c59525f7-9089-4bf0-940e-06026c16747f,Julio García Salas,julio.garcia@gsquared.com,502-41234567,"Mixco, Guatemala",13.89,Cliente:Admin,46078107-1288-4815-a015-e85032ab9c1e,Corriente,6002.14,2022-03-26,False,GTQ,266.41,647bc9bb-8e1c-45c6-b74b-79fdc0717855,Crédito,11632,False,2024-09-05,4156140468263403,Mastercard,097f3fec-b4eb-4241-993b-846b3e9f7528,"Neal, Cole and Miller",common,Hardyberg,3.83,5a1358ce-c0f7-4d85-b070-4978e1fe0da0,PC,Watsonburgh,True,a6758b26-1e34-44cc-a0e4-b8ffad1c7b55,1865.88,2024-03-08 15:19:21,Compra,Completada,South Jamesmouth,GB47OSRL77956104948408,GB81WSBE79901920103716,Guatemala,Guatemala,GTQ,BAC,5080acd8-70ba-4300-8aa4-f5da692a87bc,Near truth game party.,2020-04-04,1,True
